0.0000174050,0.0000690633,0.0000145767,-0.0000143567,66.4733484048,6998729.0673116716
0.0000005951,-0.0001111095,0.0000100110,0.0000203100,-152.8591207392,7000977.3026586585
-0.0000008206,0.0000089233,0.0000024326,-0.0000010542,165.6081899481,7000323.7285646396
0.0000038488,-0.0000386800,-0.0000019293,-0.0000440314,3.0187263191,7000331.6841826160
0.0000110248,0.0000095508,-0.0000172863,-0.0000351196,-55.6767858633,7000299.7237479379
-0.0000008591,-0.0001277099,0.0000111836,-0.0000753311,-31.6261058977,6998914.9766603475
-0.0000118985,0.0001531678,0.0000166465,0.0000291613,-51.0759928493,7000725.0932918945
-0.0000003096,0.0000967292,0.0000140793,0.0000435505,-40.5747151227,6999594.8470837548
0.0000155752,0.0001100680,0.0000036761,0.0000065105,47.0978426895,6999085.0091094011
-0.0000005860,0.0000676461,0.0000060513,0.0001341716,-141.8826412720,7000017.5824321648
-0.0000045617,-0.0000457686,-0.0000036147,0.0000212514,-74.4240460377,6999334.0642335890
-0.0000032584,0.0000185437,-0.0000004092,0.0000055363,-0.4103959332,6998601.1383678559
-0.0000048784,0.0000866347,0.0000041279,-0.0000912505,30.3746491915,6999635.3703934476
-0.0000038602,0.0000126588,-0.0000011455,0.0000786568,-47.2621426548,7000918.3441785192
-0.0000005927,-0.0000487244,0.0000042764,0.0000196326,-16.0218421727,7001636.3704386568
-0.0000045472,0.0000390098,-0.0000096532,0.0000591942,116.8611610293,6999413.0712543484
0.0000037909,0.0000122184,-0.0000040513,0.0001069032,-75.7736055896,6999654.0193944806
-0.0000145801,0.0000004453,-0.0000092188,0.0000409941,33.3635834492,6999589.4508108487
0.0000009850,-0.0000254565,0.0000055692,0.0001710903,-67.5890704255,7000508.9550518543
0.0000030257,0.0000205625,0.0000020824,-0.0000170651,-43.8336285936,6999525.6721807970
-0.0000008880,-0.0000135279,-0.0000153259,0.0000469784,-41.6437878235,6999695.2934380444
0.0000103262,-0.0000009995,-0.0000048188,0.0000051870,-48.1744386720,7000229.5266034203
-0.0000118801,0.0000992070,0.0000113363,-0.0000378467,-18.7497431880,7000990.6911440454
-0.0000059416,0.0001335714,0.0000083345,-0.0001011711,-106.3177405548,6999467.0894576069
0.0000041079,-0.0000896846,0.0000053398,-0.0000694977,-14.7212580375,7000597.4067574656
-0.0000048926,0.0000178951,0.0000065304,-0.0000743109,-51.6496569614,6999346.9451122554
0.0000025133,0.0000422492,0.0000043359,0.0000189011,-48.7762446000,7000182.5852832580
-0.0000099878,0.0001095848,0.0000135278,-0.0000535676,-194.9543236870,6999763.4200125756
-0.0000050921,-0.0001002486,0.0000034803,0.0000241783,87.4921729314,6999134.2013142575
-0.0000020433,-0.0000295495,-0.0000025620,-0.0000363278,26.9264884032,7000527.4028037162
0.0000127347,-0.0000162245,0.0000041803,0.0000429184,-15.4273036962,6998425.3917161627
-0.0000025231,0.0000776623,-0.0000128830,0.0000473049,-16.4555432560,7000645.0032123663
0.0000010007,-0.0000661604,0.0000016061,0.0000765678,-70.4842338737,6999779.9591047810
0.0000001743,0.0000692527,0.0000023053,-0.0000092804,-5.5940502964,6999939.3024797877
-0.0000087590,-0.0000481573,-0.0000011249,-0.0000246843,-138.4695700187,7000666.7680881415
-0.0000014796,-0.0000257681,-0.0000063663,0.0000231589,-83.4130207166,7000051.6855643066
-0.0000079632,0.0000154256,0.0000071950,0.0000092241,-168.2959831063,7001504.1763027245
-0.0000013649,-0.0000989245,-0.0000015081,0.0000501377,-36.2361344317,6999291.7382998671
0.0000084829,-0.0000140000,-0.0000027878,0.0000174378,74.1096831390,7000699.2305514235
-0.0000006664,-0.0000019263,0.0000000448,0.0000614897,63.0240901835,6999519.5726915924
0.0000037964,0.0000812386,0.0000027439,0.0000945395,88.4892513868,6999772.0910300631
-0.0000063538,-0.0000734471,-0.0000027485,-0.0000444724,-119.5094811309,7000517.4416801669
-0.0000069878,-0.0000948187,-0.0000043488,0.0000025422,-27.9154307971,6999752.5511966841
0.0000009506,0.0000558347,0.0000064596,0.0001188981,-196.5864342574,7001574.9136580173
0.0000018361,0.0000264666,0.0000065074,-0.0000003659,-34.4189929770,7000934.0839219363
-0.0000058231,-0.0001461005,0.0000029905,-0.0000525188,184.2977221386,6999818.3247717516
0.0000036953,-0.0000956841,-0.0000088260,-0.0000287105,-21.1684558986,7000585.3639258156
-0.0000095802,0.0000519810,-0.0000015930,0.0000865825,95.9625104649,7000646.7864821414
0.0000077999,0.0000147125,-0.0000063626,-0.0000519564,-104.9524329400,7000982.5658271946
-0.0000023123,0.0000857395,-0.0000079213,-0.0000127728,-12.4103516876,7000351.3352311440
0.0000065767,0.0000727005,-0.0000131916,0.0000582777,62.9030666480,7000274.8416327937
0.0000002185,-0.0000188654,0.0000115277,-0.0001044329,-16.1143918987,7000943.6700423500
0.0000075969,-0.0000104137,0.0000021429,-0.0000816339,-33.7653876540,7001763.9843659243
-0.0000106029,-0.0001407065,-0.0000121061,0.0000709537,-16.3797159671,7000269.7325656712
-0.0000014649,0.0000817706,0.0000025689,-0.0001104089,105.3376346521,6999440.6116730617
0.0000011434,-0.0000784488,-0.0000146413,0.0000656975,-37.3592218389,6999738.7728340225
-0.0000089848,0.0000174310,0.0000133093,-0.0000091982,59.7416573774,7000037.7032494079
-0.0000100158,-0.0000545778,-0.0000035071,-0.0000274067,59.3603411604,6999496.0139765935
0.0000055097,0.0000116841,0.0000096304,0.0000126906,-98.2214575270,7000303.5120718516
-0.0000027956,0.0000270217,0.0000089218,0.0000263496,136.8436071848,7000149.4357894566
-0.0000130558,-0.0000249646,-0.0000063318,-0.0000686513,-25.0187872960,7000020.4511966789
-0.0000086908,-0.0000231704,0.0000088459,-0.0000404995,-117.8400049637,7000253.5927941017
-0.0000125735,-0.0000204557,-0.0000076096,-0.0000207840,-49.5962617274,6999724.7984127561
0.0000031967,0.0000086245,0.0000002083,-0.0000550107,-140.5761892354,6999582.5458682729
0.0000023145,0.0000976107,-0.0000075202,-0.0000473736,-31.8426039575,6999493.2869363176
0.0000000569,-0.0000965014,0.0000147538,0.0000046998,2.9200134676,6999367.5176940663
-0.0000108247,0.0000297022,0.0000091908,0.0000363350,-9.2233610823,7001534.0202055564
-0.0000071638,0.0000487333,0.0000175407,0.0000374665,15.4368214072,7000952.6765043242
0.0000057269,-0.0000031682,-0.0000162644,-0.0000549529,0.9927494111,6998776.8682863181
0.0000080236,0.0000047847,0.0000098925,0.0000751428,-150.9586203687,6999920.6769698448
-0.0000138521,-0.0000009921,0.0000122381,0.0000216802,-1.0154068180,7000010.9027785137
-0.0000035070,0.0000432912,0.0000089382,0.0000623002,17.1387679801,6999226.3436445603
0.0000082506,0.0001229450,0.0000058124,0.0000380516,93.8212527256,7001139.1333414828
0.0000049275,-0.0000328637,-0.0000101033,0.0001137340,58.7883477518,7000778.2269772952
0.0000086934,0.0000672320,0.0000067996,-0.0001170601,39.8262362528,7000732.5734458445
-0.0000028179,0.0000835834,0.0000131051,0.0000457944,74.5987762413,7000875.2296277639
-0.0000063445,0.0000434276,0.0000181333,-0.0001071169,-72.1421025353,7000047.6296776487
-0.0000230892,0.0000169368,-0.0000077543,0.0001243658,-65.5871988764,7000132.0323612662
-0.0000034430,-0.0000986734,-0.0000109941,-0.0000029918,5.7813997599,7000587.3935850887
0.0000023342,-0.0000993796,-0.0000086363,-0.0000340342,-13.7405596763,6999698.3216872169
0.0000073970,0.0000156676,0.0000028102,-0.0000962223,-67.9830356529,6999517.5542328050
0.0000112215,0.0000468917,-0.0000027511,-0.0000986777,-41.7171554921,7000660.3538970798
0.0000017827,-0.0000398519,-0.0000138262,0.0001317298,146.7707179924,7000172.6957351854
0.0000157240,-0.0000766417,0.0000061808,-0.0000240328,20.5287027481,6999663.1815940430
-0.0000041204,-0.0000541154,0.0000153411,0.0000165798,90.8765906947,6999485.7584659802
0.0000024792,-0.0000286726,-0.0000010989,0.0000115641,-70.7535327718,6999136.7112787887
0.0000078452,0.0000376698,-0.0000107304,-0.0000638283,-60.8009656057,6998912.9775508652
-0.0000120337,-0.0000037908,-0.0000056676,-0.0001917077,34.9746748996,6999221.2448461158
0.0000069672,0.0000291475,-0.0000033734,-0.0000483454,-87.3897013372,6999355.7147069676
-0.0000006238,0.0000137134,-0.0000006674,0.0000268791,-21.2125019635,7000471.1009005243
-0.0000101618,-0.0000990610,-0.0000094914,-0.0000444854,107.4241949053,7001040.9467973989
-0.0000118194,0.0000123585,-0.0000013685,-0.0000463786,-109.3158923339,6999714.4784031101
-0.0000037220,0.0000592762,-0.0000123349,-0.0000369643,-31.4742873714,6998980.8201406728
-0.0000027931,0.0000799409,-0.0000012458,-0.0000274876,-23.7924861935,7000105.1875283225
-0.0000003608,-0.0000333390,-0.0000009649,-0.0000152950,77.3347533271,6998239.0623069499
-0.0000118068,-0.0000265535,0.0000077628,0.0001097946,39.1780355211,6998718.4905241402
0.0000028773,0.0000078535,-0.0000048570,0.0000305858,50.9788187037,6999448.9831376718
0.0000028167,0.0000059021,0.0000038854,-0.0000534089,11.7884792865,7000552.5675279172
0.0000033936,-0.0000381791,0.0000012905,0.0000270093,-89.4562589118,6999971.8270220198
-0.0000008987,0.0001060209,0.0000057123,-0.0000538252,-30.2250486950,7000443.9427403221
-0.0000076725,0.0000425114,0.0000024141,0.0000827553,-40.6228251143,7001042.1687255763
0.0000047460,0.0000216434,-0.0000007776,-0.0000027913,72.6896708727,7001711.3946748516
0.0000107865,-0.0000315279,-0.0000019754,0.0000016903,-134.6932409915,6998913.6810287833
-0.0000013995,-0.0000665208,-0.0000014977,-0.0000392080,-22.5554623456,7000300.1592889586
-0.0000037737,-0.0000610614,0.0000092328,-0.0000250251,-18.5170866648,6999682.8816198707
-0.0000170868,0.0001143645,-0.0000104520,-0.0000692255,147.5250932573,6999622.0038865777
0.0000099337,0.0000128487,-0.0000074342,0.0000203634,3.4784090539,6999362.8256119583
-0.0000113104,-0.0000772018,0.0000103646,0.0000539875,-34.9394175639,7001254.0957859270
-0.0000069973,-0.0000391989,0.0000082030,0.0001058665,2.2022712009,6999828.9444927294
-0.0000093603,0.0001403667,0.0000020631,-0.0000470879,87.7764571035,7000033.2831793586
0.0000027221,-0.0000427319,0.0000073593,-0.0000288255,-86.4488463575,6998863.9516998036
-0.0000038390,0.0000241138,-0.0000016140,0.0000595277,34.0292798413,7001219.9805063792
-0.0000140516,0.0000084240,0.0000031382,-0.0000266119,0.4395926758,7000467.0922870804
0.0000096587,0.0000125184,-0.0000082156,-0.0000105291,-184.8960102319,7000067.9222346991
0.0000059198,-0.0000373330,-0.0000017160,-0.0000220251,-108.7082190037,6999220.0295219868
-0.0000112577,-0.0000904346,0.0000000015,0.0000788966,-1.3035318346,7001063.3080804236
0.0000186003,-0.0000608822,-0.0000188348,-0.0000303234,4.8303431932,7001326.4390035523
0.0000114106,0.0000986788,-0.0000045974,-0.0000669584,1.1649913541,6999633.2443251694
0.0000039241,0.0000845715,0.0000025182,0.0000070778,-142.4317740577,7000623.8620870980
0.0000253226,-0.0000711289,-0.0000127503,0.0000191971,-7.6050156548,7000825.1734976396
0.0000053430,-0.0000048210,0.0000038675,-0.0000841226,96.0376804732,7000242.4855826003
-0.0000045708,0.0000787865,-0.0000075023,0.0000455620,51.6461786223,7000995.2300760299
0.0000115294,0.0000515549,-0.0000074643,-0.0000144911,7.7153049305,6999506.6271021087
-0.0000019904,0.0001086875,-0.0000066756,-0.0000116755,-173.7242000119,7000909.7077817293
-0.0000070541,0.0000514651,-0.0000074636,0.0000057005,47.2925845046,7000208.2639266336
-0.0000102573,0.0000312842,-0.0000057228,0.0000584641,66.4488486757,6999588.3081197506
